,Patrocinador do Estudo,Número do Processo,Nome ou Código do Medicamento Experimental,Classe Terapêutica,Tipo de Medicamento Experimental,Doença,CID10,Nome do Protocolo Clínico,Título do Estudo,Fase do Estudo,Tipo de Estudo,Situação do Estudo,Instituição de Pesquisa,Investigador,Número de Pacientes,Unnamed: 0,NCT Number,Intervention Type,Intervention,Start Date,Completion Date,First Posted
28,HORIZON THERAPEUTICS BRASIL LTDA.,25351013979202411,DAZODALIBEP (HZN-4920/VIB4920/MEDI4920),NULO,BIOLÓGICO,SÍNDROME SECA [SJÖGREN],M350,HZNP-DAZ-303,"UM ESTUDO DE FASE 3 RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO DAZODALIBEP EM PARTICIPANTES COM SÍNDROME DE SJÖGREN EM ESTADO SINTOMÁTICO DE MODERADO A SEVERO. 2.0 DATADO DE 01 DE NOVEMBRO DE 2023.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,CETI CENTRO DE ESTUDOS EM TERAPIAS INOVADORAS LTDA,SEBASTIÃO CEZAR RADOMINSKI,2,202883,NCT06245408,DRUG, Dazodalibep,2024-03-11 00:00:00,2026-05-01 00:00:00,2024-02-07
29,HORIZON THERAPEUTICS BRASIL LTDA.,25351013979202411,DAZODALIBEP (HZN-4920/VIB4920/MEDI4920),NULO,BIOLÓGICO,SÍNDROME SECA [SJÖGREN],M350,HZNP-DAZ-303,"UM ESTUDO DE FASE 3 RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO DAZODALIBEP EM PARTICIPANTES COM SÍNDROME DE SJÖGREN EM ESTADO SINTOMÁTICO DE MODERADO A SEVERO. 2.0 DATADO DE 01 DE NOVEMBRO DE 2023.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, HOSPITAL DE CLINICAS DE PORTO ALEGRE,CLAITON VIEGAS BRENOL,2,202883,NCT06245408,DRUG, Dazodalibep,2024-03-11 00:00:00,2026-05-01 00:00:00,2024-02-07
30,HORIZON THERAPEUTICS BRASIL LTDA.,25351013979202411,DAZODALIBEP (HZN-4920/VIB4920/MEDI4920),NULO,BIOLÓGICO,SÍNDROME SECA [SJÖGREN],M350,HZNP-DAZ-303,"UM ESTUDO DE FASE 3 RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO DAZODALIBEP EM PARTICIPANTES COM SÍNDROME DE SJÖGREN EM ESTADO SINTOMÁTICO DE MODERADO A SEVERO. 2.0 DATADO DE 01 DE NOVEMBRO DE 2023.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, LMK SERVICOS MEDICOS SS,MAURO WALDEMAR KEISERMAN,3,202883,NCT06245408,DRUG, Dazodalibep,2024-03-11 00:00:00,2026-05-01 00:00:00,2024-02-07
31,HORIZON THERAPEUTICS BRASIL LTDA.,25351013979202411,DAZODALIBEP (HZN-4920/VIB4920/MEDI4920),NULO,BIOLÓGICO,SÍNDROME SECA [SJÖGREN],M350,HZNP-DAZ-303,"UM ESTUDO DE FASE 3 RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO DAZODALIBEP EM PARTICIPANTES COM SÍNDROME DE SJÖGREN EM ESTADO SINTOMÁTICO DE MODERADO A SEVERO. 2.0 DATADO DE 01 DE NOVEMBRO DE 2023.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, SANTA CASA DE MISERICORDIA DE BELO HORIZONTE,CLAUDIA LOPES SANTORO NEIVA,2,202883,NCT06245408,DRUG, Dazodalibep,2024-03-11 00:00:00,2026-05-01 00:00:00,2024-02-07
32,HORIZON THERAPEUTICS BRASIL LTDA.,25351013979202411,DAZODALIBEP (HZN-4920/VIB4920/MEDI4920),NULO,BIOLÓGICO,SÍNDROME SECA [SJÖGREN],M350,HZNP-DAZ-303,"UM ESTUDO DE FASE 3 RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO DAZODALIBEP EM PARTICIPANTES COM SÍNDROME DE SJÖGREN EM ESTADO SINTOMÁTICO DE MODERADO A SEVERO. 2.0 DATADO DE 01 DE NOVEMBRO DE 2023.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, SER SERVICOS ESPECIALIZADOS EM REUMATOLOGIA,MITTERMAYER BARRETO SANTIAGO,2,202883,NCT06245408,DRUG, Dazodalibep,2024-03-11 00:00:00,2026-05-01 00:00:00,2024-02-07
33,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,AMBULATORIO CENTRAL DA UNIVERSIDADE DE CX DO SUL,RITA DE CASSIA COSTAMILAN,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
34,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, ASSOCIACAO DE COMBATE AO CANCER EM GOIAS,RUFFO DE FREITAS JUNIOR,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
35,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, ASSOCIACAO EDUCADORA SAO CARLOS AESC,ALAN ARRIEIRA AZAMBUJA,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
36,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, ASSOCIACAO HOSPITALAR BENEFICENTE SAO VICENTE DE PAULO,NICOLAS SILVA LAZARETTI,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
37,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, ASSOCIACAO HOSPITALAR MOINHOS DE VENTO,ALESSANDRA MENEZES MORELLE,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
38,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, CENANTRON CENTRO AVANCADO DE TRATAMENTO ONCOLOGICO SC,ANDRÉ MÁRCIO MURAD,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
39,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, CENOB CENTRO DE ONCOLOGIA DA BAHIA LTDA,JOSÉ ALBERTO LOPES NOGUEIRA,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
40,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, CLINICA DE NEOPLASIAS LITORAL LTDA,GIULIANO SANTOS BORGES,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
41,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, CLINICA DE ONCOLOGIA DE PORTO ALEGRE,JEFERSON JOSÉ DA FONSECA VINHOLES,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
42,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, CLION CLINICA DE ONCOLOGIA SC LTDA,DANIEL FONTES SANTOS DE TEIVE E ARGOLO,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
43,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FACULDADE DE MEDICINA ABC,PATRICIA XAVIER SANTI,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
44,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO DR AMARAL CARVALHO,PATRICIA MEDEIROS MILHOMEN BEATO,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
45,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO FACULDADE REGIONAL DE MEDICINA DE SAO JOSE DO RIO P,JOAO DANIEL CARDOSO GUEDES,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
46,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO PIO XII,DOMICIO CARVALHO LACERDA,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
47,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, GEM ASISTENCIA MEDICA ESPECIALIZADA LTDA,VANESSA DYBAL BERTONI,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
48,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL DE CLINICAS DE PORTO ALEGRE,PEDRO EMANUEL RUBINI LIEDKE,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
49,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL EVANGELICO DE CACHOEIRO DE ITAPEMIRIM,SABINA BANDEIRA ALEIXO,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
50,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL NOSSA SENHORA DA CONCEICAO SA,JOSE LUIZ PEDRINI,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
51,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, INSTITUTO BRASILEIRO DE CONTROLE DO CANCER,FELIPE JOSÉ SILVA MELO CRUZ,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
52,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, INSTITUTO DE ONCOLOGIA CLINICA DE PIRACICABA SC LTDA,ANDRÉ AUGUSTO JUNIOR GEMEINDER DE MORAES,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
53,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, IRMANDADE SANTA CASA DE MISERICORDIA DE PORTO ALEGRE,KATSUKI ARIMA TISCOSKI,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
54,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351014051202101,TARTARATO DE GIREDESTRANT/RO7197597,Não há dados,SINTÉTICO/SEMISSINTÉTICO,NEOPLASIA MALIGNA DA MAMA,C50,GO42784,"UM ESTUDO MULTICÊNTRICO DE FASE III, RANDOMIZADO, ABERTO, PARA AVALIAR A EFICÁCIA E A SEGURANÇA DO GIREDESTRANT ADJUVANTE EM COMPARAÇÃO COM A MONOTERAPIA ENDÓCRINA ADJUVANTE DE ESCOLHA DO MÉDICO EM PACIENTES COM CÂNCER DE MAMA PRECOCE, HER2 NEGATIVO E RECEPTOR DE ESTROGÊNIO POSITIVO. V 3.0 DE 30 DE JUNHO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, MS INCA HC III HOSPITAL DO CANCER III,SUSANNE CROCAMO VENTILARI DA COSTA,5,285266,NCT04961996,DRUG, Giredestrant,2021-08-27 00:00:00,2033-11-21 00:00:00,2021-07-14
